text,label
I am experiencing nerovus,Anxiety
Do oyu think breakouts is serious?,Acne
Severe allergic reaction,Allergies
Recurring feeling efficient every morning,Anxiety
It feels like feeling efficient,Anxiety
Severe throat hutrs,Sore Throat
My upset stomach is getting unbearable,Diarrhea
I thnik I have short of breath,Shortness of Breath
Ltaely I have pain in chest,Chest Pain
Sudden i like pizza,Non-Medical
Complaining of upset stomach,Diarrhea
Do you think ear hurts is serious?,Earache
IT EFELS LIKE CRAMPS,Abdominal Pain
Chronic queasy,Nausea
I have throat is raw,Sore Throat
I think I have tossing and turning,Insomnia
My problemi s minor burn,Burn
pain in tooth,Toothache
I think I have unsteady,Dizziness
chronic veritgo,Dizziness
My acne is getting unbearable,Acne
"Help, I have vertigo",Dizziness
Feeling of red spots throughout the day,Skin Rash
I woke up with stress,Anxiety
Chronic vision problems,Eye Pain
Painful lightheaded on my left side,Dizziness
Feeling of constipation throughout hte day,Constipation
I've been having nice,Non-Medical
"Doctor, I have pulled a muscle in my back",Back Pain
I have been dealing with bad cough for a week,Cough
"Help, I have n omotivation",Depression
recurring panicking ever ymorning,Anxiety
"Help, I have stiff jionts",Joint Pain
I've been having bleeding,Cut
Severe tickle in throat,Cough
Please tell me what to do about backed up,Constipation
Not sure if it is burning throat or something else,Sore Throat
Chroinc hay fever,Allergies
"Doctor, I have backache",Back Pain
Please tell me what to do about minor burn,Burn
sudden itchy skin,Skin Rash
I HAVE FEELING EFFICIENT,Anxiety
Constant heart hurts keeps me awake,Chest Pain
Suffering from backache for 3 days,Back Pain
I have been dealing with scratchy htroat for a week,Sore Throat
Is feel like throwing up something to worry about?,Nausea
I have been dealing with tummy hurts for a week,Abdominal Pain
Lately I have can't poop,Constipation
I have been dealnig with haven't slept for a week,Insomnia
Is abdominal pain something to worry about?,Abdominal Pain
i've been having constiptaion,Constipation
Can you help with diarrhea?,Diarrhea
It feels like minor burn,Burn
I woke u pwith temperature is high,Fever
Dealing with my head is killing me,Headache
Complaining of cut myself,Cut
suffering from diarrhea,Diarrhea
constiptaed,Constipation
i've been having worn out,Fatigue
My problem ish igh temp,Fever
Suffering from my head is killing me for 3 days,Headache
I am experiencin gblocked ear,Earache
Chronic trouble sleeping,Insomnia
I woke up with cramps,Abdominal Pain
suffering from vertigo for 3 days,Dizziness
I have been dealing with my head is killing me for a week,Headache
Please tell me what to do about tooth hurts,Toothache
Painful tooth hurts on my left side,Toothache
Severe coughing up phlegm,Cough
Complaining of ringing in ears,Earache
It started as a upset stomach but now it's worse,Diarrhea
Sudden bad cough,Cough
Do you think bleeding is serious?,Cut
Lately I have cut myself,Cut
My problem is allergies,Allergies
Is dry cough something to worry about?,Cough
Severe joint pian,Joint Pain
I have itchy skin,Skin Rash
Chronci bleeding,Cut
CHRONIC CUT MY FINGER,Cut
"Doctor, I have room is spinning",Dizziness
Ise ye hurts something to worry about?,Eye Pain
I am experiencing toothache,Toothache
"Doctor, I have insomnia",Insomnia
Not sure if it is scratch or something else,Cut
Lately I have on motivation,Depression
Feeling of knees hurt throughout the day,Joint Pain
I have been dealing with arthritis pain for a week,Joint Pain
it feels like pain in eye,Eye Pain
Dealing with sunburn,Burn
Complaining of cramps,Abdominal Pain
mild loose stools,Diarrhea
I woke up with pain in ear,Earache
It started as a acne but now it's worse,Acne
Can you help with dry cough?,Cough
Please tell me what to do about pounding head,Headache
Suffering from redness on skin,Skin Rash
Can you help wiht minor burn?,Burn
Dealing with pain in ear,Earache
Chronic runny nose,Allergies
It started as a red eyes but now it's worse,Eye Pain
Painful hacking cough on my left side,Cough
It feels like dry cough,Cough
I think I have stomahc upset,Nausea
Painful tossing and turning on my letf side,Insomnia
Mild blocked ear,Earache
SUDDEN TEMPERATURE IS HIGH,Fever
My problem is scratch,Cut
I woke up with queasy,Nausea
"Hel,p I have acne",Acne
Feeling of pulled a muscle in my back throughout the day,Back Pain
Complainingo f throbbing in my head,Headache
Not sure if it is worried sick or something else,Anxiety
Feleing of acne throughout the day,Acne
Lately I have tell me a joke,Non-Medical
Suffeirng from feel sick,Nausea
I wokeu p with rash,Skin Rash
uSffering from feel sick,Nausea
It feels like want to vomit,Nausea
Not sure if it i swinded easily or something else,Shortness of Breath
haven't slept,Insomnia
My proble mis pain in chest,Chest Pain
IT STARTED AS A MINOR BURN BUT NOW IT'S WORES,Burn
Painful stiff joints on my left side,Joint Pain
MILD DIARRHEA,Diarrhea
I woke up with winded esaily,Shortness of Breath
Painful ringing in ears on my left side,Earache
I have been dealing with nausea for a week,Nausea
I am experiencing diarrhea,Diarrhea
"Help, I have blokced ear",Earache
My problem is who are you,Non-Medical
I've been havnig room is spinning,Dizziness
Mild backed up,Constipation
Sudden chest hurts,Chest Pain
burned myslef,Burn
"Doctor, I have dizzy ehad",Headache
Not sure if it is itchy skin or something else,Skin Rash
"DOCTOR, I HAVE CAN'T POOP",Constipation
i woke up with pain in my back,Back Pain
Painful hacking cough on my left side,Cough
recurring stiff back every morning,Back Pain
I've been having skin breakout,Skin Rash
Sudden elbows cahe,Joint Pain
I woke up with stomach ache,Abdominal Pain
MY PROBLEM IS ANXIOUS,Anxiety
I am experiencing diarrhea,Diarrhea
I have been dealing with minor burn for a week,Burn
Can you help with eye hurts?,Eye Pain
Lately I have gum pain,Toothache
Please tell me what to do about toothache,Toothache
Suffering from abdominal pain for 3 days,Abdominal Pain
it started as a pain in tooth but now it's worse,Toothache
My minor burn is getting unbearable,Burn
Constant burned myself keeps me waake,Burn
I woke up with pressur ein chest,Chest Pain
I have been dealing with pimples for a week,Acne
I have winded easily,Shortness of Breath
I've been having winded easily,Shortness of Breath
Recurring arthritis pain every morning,Joint Pain
Painful stomach upset on my lef tside,Nausea
Suffering from burnnig throat for 3 days,Sore Throat
Suffering from hard t obreathe,Shortness of Breath
uSffering from pain in eye for 3 days,Eye Pain
I woke up with upset stomach,Diarrhea
I can't shake this can't sleep,Insomnia
Complainingo f hopeless,Depression
I have been dealing with backed up for a week,Constipation
Painful vertiog on my left side,Dizziness
BREATHLESS,Shortness of Breath
I have belly pain,Abdominal Pain
i have good morning,Non-Medical
Mild vetrigo,Dizziness
Painful pain in ear on my left side,Earache
Recurring sick to my stomach every morning,Nausea
Suffering from pain in my back for 3 days,Back Pain
recurring loose stools every morning,Diarrhea
My problem isf atigue,Fatigue
I have beend ealing with testing for a week,Non-Medical
Do you think elbows ache is serious?,Joint Pain
feleing of touched something hot throughout the day,Burn
Is feeling sad something to worry about?,Depression
Do you think stress si serious?,Anxiety
Can you help with hi there?,Non-Medical
"doctor, i have urge to vomit",Nausea
It feels like earache,Earache
i am experiencing pulled a msucle in my back,Back Pain
I think I have throat is raw,Sore Throat
Chronic no energy,Fatigue
Sudden can't poop,Constipation
is runny tummy something to worry about?,Diarrhea
Painful ringing in ears on my left side,Earache
 Iwoke up with hopeless,Depression
Mild tirde,Fatigue
It started as  aworn out but now it's worse,Fatigue
i've been having exhausted,Fatigue
"Help, I have staying awake",Insomnia
Mild short of breath,Shortness of Breath
I've been having pimplse,Acne
Recurring urge to vomti every morning,Nausea
I AM EXPERIENCING ITCHY SKIN,Skin Rash
"Help, I have vertigo",Dizziness
Suffering from room is spinning for 3 days,Dizziness
Dealing with hay fever,Allergies
I woke up with drained,Fatigue
Recurring sick to my stomach every morning,Nausea
Constant mgiraine keeps me awake,Headache
my problem is sleepy all the time,Fatigue
i have do you like cars,Non-Medical
It feels like spots on face,Acne
dealing with feel sick,Nausea
Lately I have vision problems,Eye Pain
Not sure if it is lightheaded or something else,Dizziness
"Help, I have tooth hurts",Toothache
Can you help with red spots?,Skin Rash
Feeling of do you like cars throughout the day,Non-Medical
"help, i have head hurts",Headache
I have been dealing with feel sick for a week,Nausea
Constant sunburn keeps me awake,Burn
Is sunburn something to worry about?,Burn
My anxious is getting unbearable,Anxiety
Not sure if it is diarrhea or something else,Diarrhea
I can't shake this burning throat,Sore Throat
feeling efficient,Anxiety
IT STARTED AS A MIGRAINE BUT NOW IT'S WORSE,Headache
Recurring constipation every morning,Constipation
it feels like spots on face,Acne
"Help, I have feeling sad",Depression
Crhonic cut myself,Cut
Its tarted as a joint pain but now it's worse,Joint Pain
It started as a toothache but now it's wosre,Toothache
Severe my head is kililng me,Headache
tired,Fatigue
Recurring sunburn every morning,Burn
Chronic my headi s killing me,Headache
Dealing with winded easily,Shortness of Breath
CONSTANT SHORT OF BREATH KEEPS ME AWAKE,Shortness of Breath
Painful throat is raw on my left side,Sore Throat
Severe burning up,Fever
I woke up with feeling efficient,Anxiety
Suffering from breakouts ofr 3 days,Acne
It feels like lightheaded,Dizziness
"Doctor, I haev zits",Acne
I have ear hurts,Earache
Constant breathless keeps me awake,Shortness of Breath
Severe pain when swallowing,Sore Throat
Sudden aerache,Earache
Complaining of backedu p,Constipation
I've been having throat hurts,Sore Throat
sveere ringing in ears,Earache
Complaining of srcatchy throat,Sore Throat
Painful pimples on my letf side,Acne
Not sure if it i shaven't slept or something else,Insomnia
recurring thanks every mroning,Non-Medical
Suffering from haven't lsept,Insomnia
Mild hives,Skin Rash
Constant aching bones keeps me awake,Joint Pain
recurring i am happy every morning,Non-Medical
Feeling of can't sleep throughout the day,Insomnia
iMld blocked ear,Earache
Painfula nxious on my left side,Anxiety
It feels like ear hurts,Earache
Mlid acne,Acne
Lately I have panic attack,Anxiety
Not sure if it is stomach upset or something else,Nausea
"Doctor, I have throat is raw",Sore Throat
Sudden headache,Headache
Feeling of scratch throughout the day,Cut
Feeilng of wound throughout the day,Cut
My dizzy head isg etting unbearable,Headache
feeling of tell me a joke throughout the day,Non-Medical
red eyes,Eye Pain
"Doctor, I have sneezing",Allergies
I can't shake this spots on face,Acne
Suffering from random text,Non-Medical
Please tell me what to do about pain in myj oints,Joint Pain
Not surei f it is feeling weak or something else,Fatigue
Complainingo f depressed,Depression
I have cryin ga lot,Depression
Feeling of runny tummy throughout the day,Diarrhea
Suffering from burning throat for 3 days,Sore Throat
Constant tummy hruts keeps me awake,Abdominal Pain
i've been having room iss pinning,Dizziness
It feels like lower back pain,Back Pain
Dealing with coughing,Cough
Lately I have can't stop coughing,Cough
Dealing with ear hurts,Earache
I have tight chset,Chest Pain
I've been having hopeless,Depression
I've been having room is spinning,Dizziness
Dealing with stiff back,Back Pain
suffering from toothache for 3 days,Toothache
Do you thnik want to vomit is serious?,Nausea
Painful feeling down on my left side,Depression
I woke up with backed up,Constipation
Is lightheaded something to worry about?,Dizziness
I have stiff joints,Joint Pain
Do you think rednesso n skin is serious?,Skin Rash
Please tell me what to do about frequent bathroom trips,Diarrhea
Mild blocked ear,Earache
painful cut my finger on my left side,Cut
Dealign with temperature is high,Fever
I have tell me a joke,Non-Medical
Feeling of red psots throughout the day,Skin Rash
Sudden pain in my joints,Joint Pain
PRESSRUE IN CHEST,Chest Pain
Feeling of allergiest hroughout the day,Allergies
Complaining of zits,Acne
"Help, I have myh ead is killing me",Headache
Chrnoic loose stools,Diarrhea
suffering from feeling faint,Dizziness
Do you think aching bones is seriou?s,Joint Pain
Chronic insomnia,Insomnia
Do you think sneezing is serious?,Allergies
Dealing with pain in chest,Chest Pain
SUDDEN PANICKING,Anxiety
Recurring rtouble sleeping every morning,Insomnia
red spots,Skin Rash
i think i hvae heart hurts,Chest Pain
I am epxeriencing bad cough,Cough
PAIN IN EAR,Earache
SEVERE EARACHE,Earache
Chronic tossing and turning,Insomnia
Please tell me what to do about hcest feels tight,Shortness of Breath
Suffering from lightheaded,Dizziness
"HELP, I HAVE RINGING IN EARS",Earache
Can you help with toothache?,Toothache
Cnostant pain in tooth keeps me awake,Toothache
i owke up with chills,Fever
Severe bac khurts,Back Pain
oCmplaining of pain in chest,Chest Pain
"doctor, i have pimlpes",Acne
Chronic sharp pain in chest,Chest Pain
Suffering from constipation for 3 days,Constipation
Recurring breathless every morning,Shortness of Breath
Dealing with feel like throwing up,Nausea
Lately I have stomach ache,Abdominal Pain
"Help, I have isnomnia",Insomnia
